%Iteration	Healthy	Infected_1	Infected_2	Dead	
77	458827	136669	273386	131118	
78	451570	137110	274899	136421	
79	444691	141956	273779	139574	
80	436026	146816	279066	138092	
81	422969	149741	288772	138518	
82	411989	148129	296557	143325	
83	405466	148440	297870	148224	
84	399179	153072	296569	151180	
85	390721	158096	301512	149671	
86	378119	160853	311168	149860	
87	367152	159363	318949	154536	
88	360990	159125	320216	159669	
89	355498	163604	318488	162410	
90	347621	168661	322729	160989	
91	335740	171242	332265	160753	
92	325141	169745	339903	165211	
93	318940	169759	340987	170314	
94	313416	174106	339504	172974	
95	305577	179047	343865	171511	
96	293669	181640	353153	171538	
97	283406	180090	360687	175817	
98	277299	180120	361730	180851	
99	272134	184245	360210	183411	
100	264475	189261	364365	181899	
101	252776	191743	373506	181975	
102	242767	190115	381004	186114	
103	246233	180860	381858	191049	
104	250571	184790	370975	193664	
105	252793	189497	365650	192060	
106	250923	192033	374287	182757	
107	241456	190388	381530	186626	
108	245054	181130	382421	191395	
109	249490	185041	371518	193951	
110	251784	189732	366171	192313	
111	249959	192246	374773	183022	
112	240538	190616	381978	186868	
113	244216	181301	382862	191621	
114	248780	185052	371917	194251	
115	251466	189653	366353	192528	
116	249804	192338	374705	183153	
117	240426	190691	381991	186892	
118	244248	181285	383029	191438	
119	248752	185088	371976	194184	
120	251462	189579	366373	192586	
121	249855	192291	374667	183187	
122	240517	190669	381870	186944	
123	244335	181308	382960	191397	
124	248629	185149	371977	194245	
125	251487	189446	366457	192610	
126	249839	192301	374595	183265	
127	240585	190694	381747	186974	
128	244266	181424	382995	191315	
129	248534	185115	372118	194233	
130	251412	189365	366539	192684	
131	250003	192212	374480	183305	
132	240580	190799	381577	187044	
133	244379	181373	383011	191237	
134	248539	185153	372172	194136	
135	251483	189338	366526	192653	
136	249949	192281	374491	183279	
137	240594	190751	381619	187036	
138	244334	181403	383032	191231	
139	248467	185118	372154	194261	
140	251513	189230	366521	192736	
141	250016	192284	374348	183352	
142	240748	190800	381514	186938	
143	244289	181548	383084	191079	
144	248339	185077	372348	194236	
145	251415	189120	366625	192840	
146	250109	192190	374197	183504	
147	240846	190915	381310	186929	
148	244151	181655	383105	191089	
149	248363	184943	372570	194124	
150	251438	189135	366598	192829	
151	250103	192216	374078	183603	
152	240973	190880	381351	186796	
153	244198	181729	383096	190977	
154	248320	184940	372609	194131	
155	251458	189039	366669	192834	
156	250209	192168	373979	183644	
157	241084	190926	381207	186783	
158	244201	181811	383094	190894	
159	248277	184911	372737	194075	
160	251458	189000	366722	192820	
161	250117	192170	373911	183802	
162	241249	190848	381170	186733	
163	244044	181997	383018	190941	
164	248235	184777	372845	194143	
165	251513	188936	366774	192777	
166	250154	192254	373713	183879	
167	241153	190893	381190	186764	
168	244125	181884	383147	190844	
169	248182	184843	372777	194198	
170	251535	188909	366727	192829	
171	250180	192288	373752	183780	
172	241225	190938	381197	186640	
173	244116	181980	383226	190678	
174	248054	184866	372918	194162	
175	251457	188817	366846	192880	
176	250146	192233	373683	183938	
177	241242	190949	381050	186759	
178	244162	182075	383182	190581	
179	247781	185017	373024	194178	
180	251395	188608	367092	192905	
181	250165	192215	373625	183995	
182	241369	190980	380823	186828	
183	244100	182209	383195	190496	
184	247838	184920	373189	194053	
185	251343	188653	367129	192875	
186	250132	192177	373573	184118	
187	241427	190967	380830	186776	
188	244013	182241	383144	190602	
189	247910	184806	373208	194076	
190	251352	188710	367047	192891	
191	250157	192134	373516	184193	
192	241528	190951	380844	186677	
193	244017	182318	383085	190580	
194	247945	184791	373269	193995	
195	251255	188726	367109	192910	
196	250223	192051	373517	184209	
197	241624	191013	380777	186586	
198	243860	182443	383064	190633	
199	248002	184657	373456	193885	
200	251150	188787	367100	192963	
201	250231	191947	373444	184378	
202	241697	191049	380734	186520	
203	243805	182495	382996	190704	
204	248001	184583	373544	193872	
205	251161	188757	367078	193004	
206	250364	191902	373340	184394	
207	241863	191100	380659	186378	
208	243692	182633	383002	190673	
209	248005	184455	373733	193807	
210	251047	188757	367088	193108	
211	250439	191793	373212	184556	
212	241899	191200	380550	186351	
213	243761	182625	382993	190621	
214	247968	184503	373825	193704	
215	251109	188681	367128	193082	
216	250461	191822	373184	184533	
217	242012	191153	380503	186332	
218	243747	182694	382975	190584	
219	248062	184429	373847	193662	
220	251028	188729	367123	193120	
221	250524	191670	373158	184648	
222	242175	191180	380399	186246	
223	243737	182836	382850	190577	
224	248013	184393	374016	193578	
225	251078	188674	367229	193019	
226	250476	191750	373067	184707	
227	242219	191149	380424	186208	
228	243635	182922	382899	190544	
229	247834	184339	374071	193756	
230	251138	188520	367261	193081	
231	250517	191826	372859	184798	
232	242213	191217	380346	186224	
233	243609	182926	383043	190422	
234	247832	184300	374143	193725	
235	251102	188500	367226	193172	
236	250495	191766	372800	184939	
237	242464	191159	380266	186111	
238	243523	183109	382925	190443	
239	247994	184168	374268	193570	
240	251006	188611	367277	193106	
241	250539	191653	372779	185029	
242	242483	191236	380264	186017	
243	243548	183177	382889	190386	
244	247793	184272	374413	193522	
245	250869	188498	367449	193184	
246	250531	191581	372770	185118	
247	242531	191292	380079	186098	
248	243494	183290	382873	190343	
249	247603	184256	374582	193559	
250	251000	188335	367546	193119	
251	250433	191732	372591	185244	
252	242697	191192	380067	186044	
253	243412	183433	382924	190231	
254	247604	184160	374625	193611	
255	250962	188347	367593	193098	
256	250441	191691	372507	185361	
257	242750	191171	380038	186041	
258	243466	183471	382862	190201	
259	247509	184199	374642	193650	
260	250995	188229	367670	193106	
261	250455	191689	372428	185428	
262	242917	191150	379918	186015	
263	243419	183637	382839	190105	
264	247458	184137	374787	193618	
265	250977	188136	367774	193113	
266	250539	191662	372273	185526	
267	242954	191243	379798	186005	
268	243502	183657	382905	189936	
269	247311	184234	374900	193555	
270	250887	188037	367891	193185	
271	250556	191605	372271	185568	
272	242952	191325	379642	186081	
273	243458	183703	382930	189909	
274	247268	184217	375028	193487	
275	250860	187993	367920	193227	
276	250587	191566	372210	185637	
277	243100	191318	379559	186023	
278	243391	183843	382884	189882	
279	247208	184161	375161	193470	
280	250798	187937	368004	193261	
281	250642	191495	372098	185765	
282	243147	191363	379432	186058	
283	243527	183847	382858	189768	
284	247203	184222	375210	193365	
285	250728	187864	368069	193339	
286	250738	191403	372086	185773	
287	243228	191411	379267	186094	
288	243575	183914	382814	189697	
289	247222	184232	375325	193221	
290	250668	187897	368146	193289	
291	250660	191362	372129	185849	
292	243289	191359	379259	186093	
293	243494	183977	382721	189808	
294	247220	184159	375336	193285	
295	250783	187864	368136	193217	
296	250722	191371	372023	185884	
297	243408	191367	379235	185990	
298	243481	184078	382738	189703	
299	247238	184170	375445	193147	
300	250458	187989	368248	193305	
301	250640	191188	372159	186013	
302	243410	191351	379177	186062	
303	243534	184144	382539	189783	
304	247260	184222	375495	193023	
305	250452	187958	368366	193224	
306	250553	191148	372180	186119	
307	243591	191290	379106	186013	
308	243428	184303	382438	189831	
309	247220	184158	375593	193029	
310	250359	187960	368461	193220	
311	250582	191097	372118	186203	
312	243629	191297	379057	186017	
313	243511	184355	382394	189740	
314	247129	184258	375652	192961	%Iteration	Healthy	Infected_1	Infected_2	Dead	
0	995000	5000	0	0	
1	910923	84077	5000	0	
2	642395	268528	89077	0	
3	309697	332698	352605	5000	
4	124049	190610	601226	84115	
5	156734	50562	523308	269396	
6	415439	7975	241172	335414	
7	746110	1268	58537	194085	
8	937645	598	9243	52514	
9	988995	646	1866	8493	
10	996373	1029	1244	1354	
11	996044	1666	1675	615	
12	994121	2533	2695	651	
13	991231	3538	4199	1032	
14	987593	4663	6071	1673	
15	983299	5955	8201	2545	
16	978403	7409	10618	3570	
17	972922	9024	13364	4690	
18	966982	10580	16433	6005	
19	960572	12368	19604	7456	
20	953839	14123	22948	9090	
21	947420	15395	26491	10694	
22	941630	16373	29518	12479	
23	936197	17799	31768	14236	
24	930944	19338	34172	15546	
25	925370	20937	37137	16556	
26	919108	22665	40275	17952	
27	913649	23221	43602	19528	
28	908602	24387	45886	21125	
29	903573	25938	47608	22881	
30	898455	27776	50325	23444	
31	893281	28388	53714	24617	
32	888036	29609	56164	26191	
33	883521	30436	57997	28046	
34	879892	31383	60045	28680	
35	876101	32187	61819	29893	
36	872153	33520	63570	30757	
37	867659	34961	65707	31673	
38	864556	34450	68481	32513	
39	860970	35777	69411	33842	
40	857173	37322	70227	35278	
41	853511	38611	73099	34779	
42	850419	37563	75933	36085	
43	847546	38598	76174	37682	
44	845079	39773	76161	38987	
45	843863	39822	78371	37944	
46	840769	40678	79595	38958	
47	837796	41536	80500	40168	
48	835072	42459	82214	40255	
49	835649	39263	83995	41093	
50	836422	39913	81722	41943	
51	839702	38247	79176	42875	
52	843314	38830	78160	39696	
53	842943	39665	77077	40315	
54	842978	39878	78495	38649	
55	840275	40980	79543	39202	
56	837738	41334	80858	40070	
57	834905	42487	82314	40294	
58	831658	43158	83821	41363	
59	829877	42734	85645	41744	
60	827641	43574	85892	42893	
61	826165	43979	86308	43548	
62	824922	44386	87553	43139	
63	823972	43651	88365	44012	
64	823991	43568	88037	44404	
65	825267	42671	87219	44843	
66	826883	42760	86239	44118	
67	830600	39973	85431	43996	
68	833988	40172	82733	43107	
69	836145	40521	80145	43189	
70	837876	41027	80693	40404	
71	836176	41711	81548	40565	
72	833880	42470	82738	40912	
73	834763	39622	84181	41434	
74	835053	40731	82092	42124	
75	834958	41798	80353	42891	
76	834155	43234	82529	40082	
77	828897	44919	85032	41152	
78	827155	42489	88153	42203	
79	825301	43649	87408	43642	
80	823905	44604	86138	45353	
81	826599	42155	88253	42993	
82	829322	39826	86759	44093	
83	832353	40605	81981	45061	
84	835592	41345	80431	42632	
85	835383	42409	81950	40258	
86	832228	43019	83754	40999	
87	830624	42197	85428	41751	
88	828870	43105	85216	42809	
89	828536	42717	85302	43445	
90	830470	41045	85822	42663	
91	831305	41429	83762	43504	
92	832593	41793	82474	43140	
93	833085	42215	83222	41478	
94	832124	42038	84008	41830	
95	831142	42425	84253	42180	
96	830144	42753	84463	42640	
97	829439	42921	85178	42462	
98	828242	43216	85674	42868	
99	827055	43620	86137	43188	
